name,cr,type,size,ac,hp,align,legendary,str,dex,con,int,wis,cha,Action,Speed_Scraped,Skill,XP
ogre-zombie,2,undead,Large,8,85,neutral evil,,19,6,18,3,6,5,"Morningstar. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.Monster Manual (SRD)",30 ft.,,450
oni,7,giant,Large,16,110,lawful evil,,19,11,16,14,12,15,"Multiattack. The oni makes two attacks, either with its claws or its glaive.Claw (Oni Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage.Glaive. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) slashing damage, or 9 (1d10 + 4) slashing damage in Small or Medium form.Change Shape. The oni magically polymorphs into a Smal","30 ft., fly 30 ft.","Arcana +5, Deception +8, Perception +4",2900
boar,1,beast,Medium,11,11,unaligned,,13,11,12,2,9,5,,40 ft.,,50
orc-eye-of-gruumsh,2,humanoid (orc),Medium,16,45,chaotic evil,,16,12,16,9,13,12,"Spear. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 11 (1d6 + 3 plus 1d8) piercing damage, or 12 (2d8 + 3) piercing damage if used with two hands to make a melee attack.Monster Manual (BR+)",30 ft.,"Intimidation +3, Religion +1",450
orog,2,humanoid (orc),Medium,18,42,chaotic evil,,18,12,18,12,11,12,"Multiattack. The orog makes two greataxe attacks.Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) slashing damage.Javelin. Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 7 (1d6 + 4) piercing damage.Monster Manual (BR+)",30 ft.,"Intimidation +5, Survival +2",450
otyugh,5,aberration,Large,14,114,neutral,,16,11,19,6,13,6,"Multiattack. The otyugh makes three attacks: one with its bite and two with its tentacles.Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 12 (2d8 + 3) piercing damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the target must repeat the saving throw",30 ft.,,1800
owl,0,beast,Tiny,11,1,unaligned,,3,13,8,2,12,7,,"5 ft., fly 60 ft.","Perception +3, Stealth +3",10
owlbear,3,monstrosity,Large,13,59,unaligned,,20,12,17,3,12,7,"Multiattack. The owlbear makes two attacks: one with its beak and one with its claws.Beak. Melee Weapon Attack: +7 to hit, reach 5 ft., one creature. Hit: 10 (1d10 + 5) piercing damage.Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage.A monstrous cross between giant owl and bear, an owlbear's reputation for ferocity and aggression makes it one of the",40 ft.,Perception +3,700
bullywug,1,humanoid (bullywug),Medium,15,11,neutral evil,,12,12,13,7,10,7,"Multiattack. The bullywug makes two melee attacks: one with its bite and one with its spear.Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) bludgeoning damage.Spear. Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.Monst","20 ft., swim 40 ft.",Stealth +3,50
pegasus,2,celestial,Large,12,59,chaotic good,,18,15,16,10,15,13,"Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.The white winged horses known as pegasi soar through the skies, a vision of grace and majesty.Monster Manual (SRD)","60 ft., fly 90 ft.",Perception +6,450
peryton,2,monstrosity,Medium,13,33,chaotic evil,,16,12,13,9,12,10,"Multiattack. The peryton makes one gore attack and one talon attack.Gore. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.Talons. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (2d4 + 3) piercing damage.Monster Manual (BR+)","20 ft., fly 60 ft.",Perception +5,450
phase-spider,3,monstrosity,Large,13,32,unaligned,,15,15,12,6,10,6,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 18 (4d8) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paral","30 ft., climb 30 ft.",Stealth +6,700
dolphin,1,beast,Medium,12,11,unaligned,,14,13,13,6,12,7,"Slam. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage. If the dolphin moved at least 30 feet straight toward the target immediately before the hit, the target takes an extra 3 (1d6) bludgeoning damage.Monsters of the Multiverse","0 ft., swim 60 ft.",Perception +3,25
pit-fiend,20,fiend (devil),Large,19,300,lawful evil,,26,14,24,22,18,24,"Multiattack. The pit fiend makes four attacks: one with its bite, one with its claw, one with its mace, and one with its tail.Bite. Melee Weapon Attack: +14 to hit, reach 5 ft., one target. Hit: 22 (4d6 + 8) piercing damage. The target must succeed on a DC 21 Constitution saving throw or become poisoned. While poisoned in this way, the target can't regain hit points, and it takes 21 (6d6) poison d","30 ft., fly 60 ft.",,25000
planetar,16,celestial,Large,19,200,lawful good,,24,20,24,19,22,25,"Multiattack. The planetar makes two melee attacks.Greatsword. Melee Weapon Attack: +12 to hit, reach 5 ft., one target. Hit: 21 (4d6 + 7) slashing damage plus 22 (5d8) radiant damage.Healing Touch (4/Day). The planetar touches another creature. The target magically regains 30 (6d8 + 3) hit points and is freed from any curse, disease, poison, blindness, or deafness.Monster Manual (SRD)","40 ft., fly 120 ft.",Perception +11,15000
plesiosaurus,2,beast,Large,13,68,unaligned,,18,15,16,2,12,5,"Bite. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 14 (3d6 + 4) piercing damage.This predatory marine reptile and cousin to the dinosaurs attacks any creature it encounters. Its long, flexible neck lets it twist in any direction to deliver a powerful bite.Monster Manual (SRD)","20 ft., swim 40 ft.","Perception +3, Stealth +4",450
giant-poisonous-snake,1,beast,Medium,14,11,unaligned,,10,18,13,2,10,3,"Bite. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 6 (1d4 + 4) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 10 (3d6) poison damage on a failed save, or half as much damage on a successful one.Monster Manual (SRD)","30 ft., swim 30 ft.",Perception +2,50
polar-bear,2,beast,Large,12,42,unaligned,,20,10,16,2,13,7,"Multiattack. The bear makes two attacks: one with its bite and one with its claws.Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 9 (1d8 + 5) piercing damage.Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.Monster Manual (SRD)","40 ft., swim 30 ft.",Perception +3,450
giant-wolf-spider,1,beast,Medium,13,11,unaligned,,12,16,13,3,12,4,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 7 (2d6) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyz","40 ft., climb 40 ft.","Perception +3, Stealth +7",50
priest,2,humanoid (any race),Medium,13,27,any alignment,,10,10,12,13,16,13,"Mace. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) bludgeoning damage.Priests bring the teachings of their gods to the common folk. They are the spiritual leaders of temples and shrines and often hold positions of influence in their communities. Evil priests might work openly under a tyrant, or they might be the leaders of religious sects hidden in the shadows of good soci",30 ft.,"Medicine +7, Persuasion +3, Religion +5",450
grimlock,1,humanoid (grimlock),Medium,11,11,neutral evil,,16,12,12,9,8,6,"Spiked Bone Club. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) bludgeoning damage plus 2 (1d4) piercing damage.Monster Manual (SRD)",30 ft.,"Athletics +5, Perception +3, Stealth +3",50
purple-worm,15,monstrosity,Gargantuan,18,247,unaligned,,28,7,22,1,8,4,"Multiattack. The worm makes two attacks: one with its bite and one with its stinger.Bite. Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 22 (3d8 + 9) piercing damage. If the target is a Large or smaller creature, it must succeed on a DC 19 Dexterity saving throw or be swallowed by the worm. A swallowed creature is blinded and restrained, it has total cover against attacks and othe","50 ft., burrow 30 ft.",,13000
quasit,1,"fiend (demon, shapechanger)",Tiny,13,7,chaotic evil,,5,17,10,7,10,10,"Claws (Bite in Beast Form). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage, and the target must succeed on a DC 10 Constitution saving throw or take 5 (2d4) poison damage and become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.Scare (1/Day). One creature of the quas",40 ft.,Stealth +5,200
quetzalcoatlus,2,beast,Huge,13,30,unaligned,,15,13,13,2,10,5,"Bite. Melee Weapon Attack: +4 to hit, reach 10 ft., one creature. Hit: 12 (3d6 + 2) piercing damage. If the quetzalcoatlus flew least 30 feet toward the target immediately before the hit, the target takes an extra 10 (3d6) piercing damage.Monsters of the Multiverse","10 ft., fly 80 ft.",Perception +2,450
quipper,0,beast,Tiny,13,1,unaligned,,2,16,9,1,7,2,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 piercing damage.A quipper is a carnivorous fish with sharp teeth.Monster Manual (SRD)","0 ft., swim 40 ft.",,10
rakshasa,13,fiend,Medium,16,110,lawful evil,,14,17,18,13,16,20,"Multiattack. The rakshasa makes two claw attacks.Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) slashing damage, and the target is cursed if it is a creature. The magical curse takes effect whenever the target takes a short or long rest, filling the target's thoughts with horrible images and dreams. The cursed target gains no benefit from finishing a short or long ",40 ft.,"Deception +10, Insight +8",10000
rat,0,beast,Tiny,10,1,unaligned,,2,11,9,2,10,4,"Bite. Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 piercing damage.Monster Manual (SRD)",20 ft.,,10
raven,0,beast,Tiny,12,1,unaligned,,2,14,8,2,12,6,"Beak. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 1 piercing damage.Monster Manual (SRD)","10 ft., fly 50 ft.",Perception +3,10
red-dragon-wyrmling,4,dragon,Medium,17,75,chaotic evil,,19,10,17,12,11,15,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (1d10 + 4) piercing damage plus 3 (1d6) fire damage.Fire Breath (Recharge 5-6). The dragon exhales fire in a 15-foot cone. Each creature in that area must make a DC 13 Dexterity saving throw, taking 24 (7d6) fire damage on a failed save, or half as much damage on a successful one.Monster Manual (SRD)","30 ft., climb 30 ft., fly 60 ft.","Perception +4, Stealth +2",1100
guard,1,humanoid (any race),Medium,16,11,any alignment,,13,12,12,10,11,10,"Spear. Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.Guards include members of a city watch, sentries in a citadel or fortified town, and the bodyguards of merchants and nobles.Monster Manual (SRD)",30 ft.,Perception +2,25
remorhaz,11,monstrosity,Huge,17,195,unaligned,,24,13,21,4,10,5,"Bite. Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 40 (6d10 + 7) piercing damage plus 10 (3d6) fire damage. If the target is a creature, it is grappled (escape DC 17). Until this grapple ends, the target is restrained, and the remorhaz can't bite another target.Swallow. The remorhaz makes one bite attack against a Medium or smaller creature it is grappling. If the attack hits, t","30 ft., burrow 20 ft.",,7200
revenant,5,undead,Medium,13,136,neutral,,18,14,18,13,16,18,"Multiattack. The revenant makes two fist attacks.Fist. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage. If the target is a creature against which the revenant has sworn vengeance, the target takes an extra 14 (4d6) bludgeoning damage. Instead of dealing damage, the revenant can grapple the target (escape DC 14) provided the target is Large or smaller.V",30 ft.,,1800
rhinoceros,2,beast,Large,11,45,unaligned,,21,8,15,2,12,6,"Gore. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage.Monster Manual (SRD)",40 ft.,,450
hobgoblin,1,humanoid (goblinoid),Medium,18,11,lawful evil,,13,12,12,10,10,9,,30 ft.,,100
roc,11,monstrosity,Gargantuan,15,248,unaligned,,28,10,20,3,10,9,"Multiattack. The roc makes two attacks: one with its beak and one with its talons.Beak. Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 27 (4d8 + 9) piercing damage.Talons. Melee Weapon Attack: +13 to hit, reach 5 ft., one target. Hit: 23 (4d6 + 9) slashing damage, and the target is grappled (escape DC 19). Until this grapple ends, the target is restrained, and the roc can't use it","20 ft., fly 120 ft.",Perception +4,7200
roper,5,monstrosity,Large,20,93,neutral evil,,18,8,17,7,16,6,"Multiattack. The roper makes four attacks with its tendrils, uses Reel, and makes one attack with its bite.Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 22 (4d8 + 4) piercing damage.Tendril. Melee Weapon Attack: +7 to hit, reach 50 ft., one creature. Hit: The target is grappled (escape DC 15). Until the grapple ends, the target is restrained and has disadvantage on Strength c","10 ft., climb 10 ft.","Perception +6, Stealth +5",1800
rug-of-smothering,2,construct,Large,12,33,unaligned,,17,14,10,1,3,1,"Smother. Melee Weapon Attack: +5 to hit, reach 5 ft., one Medium or smaller creature. Hit: The creature is grappled (escape DC 13). Until this grapple ends, the target is restrained, blinded, and at risk of suffocating, and the rug can't smother another target. In addition, at the start of each of the target's turns, the target takes 10 (2d6 + 3) bludgeoning damage.Monster Manual (SRD)",10 ft.,,450
merfolk,1,humanoid (merfolk),Medium,11,11,neutral,,10,13,12,11,11,12,"Spear. Melee or Ranged Weapon Attack: +2 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 3 (1d6) piercing damage, or 4 (1d8) piercing damage if used with two hands to make a melee attack.Merfolk are aquatic humanoids with the lower body of a fish. They live in small tribes beneath the waves.Monster Manual (SRD)","10 ft., swim 40 ft.",Perception +2,25
saber-toothed-tiger,2,beast,Large,12,52,unaligned,,18,14,15,3,12,8,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (1d10 + 5) piercing damage.Claw. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.Monster Manual (SRD)",40 ft.,"Perception +3, Stealth +6",450
mule,1,beast,Medium,10,11,unaligned,,14,10,13,2,10,5,"Hooves. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) bludgeoning damage.Monster Manual (SRD)",40 ft.,,25
salamander,5,elemental,Large,15,90,neutral evil,,18,14,15,11,10,12,"Multiattack. The salamander makes two attacks: one with its spear and one with its tail.Spear. Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. or range 20 ft./60 ft., one target. Hit: 11 (2d6 + 4) piercing damage, or 13 (2d8 + 4) piercing damage if used with two hands to make a melee attack, plus 3 (1d6) fire damage.Tail. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 11 (2d6",30 ft.,,1800
scorpion,0,beast,Tiny,11,1,unaligned,,2,11,8,1,8,2,"Sting. Melee Weapon Attack: +2 to hit, reach 5 ft., one creature. Hit: 1 piercing damage, and the target must make a DC 9 Constitution saving throw, taking 4 (1d8) poison damage on a failed save, or half as much damage on a successful one.Monster Manual (SRD)",10 ft.,,10
sea-hag,2,fey,Medium,14,52,chaotic evil,,16,13,16,12,12,13,"Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.Death Glare. The hag targets one frightened creature she can see within 30 feet of her. If the target can see the hag, it must succeed on a DC 11 Wisdom saving throw against this magic or drop to 0 hit points.Illusory Appearance. The hag covers herself and anything she is wearing or carrying with a ma","30 ft., swim 40 ft.",,450
sea-horse,0,beast,Tiny,11,1,unaligned,,1,12,8,1,10,2,,"0 ft., swim 20 ft.",,0
shadow-demon,4,fiend (demon),Medium,13,66,chaotic evil,,1,17,12,14,13,14,"Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 10 (2d6 + 3) psychic damage or, if the demon had advantage on the attack roll, 17 (4d6 + 3) psychic damage.Monster Manual (BR+)","30 ft., fly 30 ft.",Stealth +7,1100
shambling-mound,5,plant,Large,15,136,unaligned,,18,8,16,5,10,5,"Multiattack. The shambling mound makes two slam attacks. If both attacks hit a Medium or smaller target, the target is grappled (escape DC 14), and the shambling mound uses its Engulf on it.Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.Engulf. The shambling mound engulfs a Medium or smaller creature grappled by it. The engulfed target is blinde","20 ft., swim 20 ft.",Stealth +2,1800
shield-guardian,7,construct,Large,17,142,unaligned,,18,8,18,7,10,3,"Multiattack. The guardian makes two fist attacks.Fist. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.ReactionsShield. When a creature makes an attack against the wearer of the guardian's amulet, the guardian grants a +2 bonus to the wearer's AC if the guardian is within 5 feet of the wearer.Monster Manual (SRD)",30 ft.,,2900
shrieker,0,plant,Medium,5,13,unaligned,,1,1,10,1,3,1,"Shriek. When bright light or a creature is within 30 feet of the shrieker, it emits a shriek audible within 300 feet of it. The shrieker continues to shriek until the disturbance moves out of range and for 1d4 of the shrieker's turns afterward.Monster Manual (SRD)",0 ft.,,10
sibriex,18,fiend (demon),Huge,19,150,chaotic evil,Legendary,10,3,23,25,24,25,"Multiattack. The sibriex makes three Chain attacks, and it uses Squirt Bile.Chain. Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 20 (2d12 + 7) force damage.Spellcasting. The sibriex casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save DC 21):At will: command, dispel magic, hold monster1/day: feeblemindSquir","0 ft., fly 20 ft. (hover)","Arcana +13, History +13, Perception +13",20000
silver-dragon-wyrmling,2,dragon,Medium,17,45,lawful good,,19,10,17,12,11,15,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (1d10 + 4) piercing damage.Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.Cold Breath. The dragon exhales an icy blast in a 15-foot cone. Each creature in that area must make a DC 13 Constitution saving throw, taking 18 (4d8) cold damage on a failed save, or half as much damage on a successful","30 ft., fly 60 ft.","Perception +4, Stealth +2",450
pony,1,beast,Medium,10,11,unaligned,,15,10,13,2,11,7,"Hooves. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) bludgeoning damage.Monster Manual (SRD)",40 ft.,,25
tribal-warrior,1,humanoid (any race),Medium,12,11,any alignment,,13,11,12,8,11,8,"Spear. Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.Tribal warriors live beyond civilization, most often subsisting on fishing and hunting. Each tribe acts in accordance with the wishes of its chief, who is the greatest or oldest warrior of the tri",30 ft.,,25
slithering-tracker,3,ooze,Medium,14,32,chaotic evil,,16,19,15,10,14,11,Slam.Life Leech.Bonus actionsWatery Stealth.Monsters of the Multiverse,"30 ft., climb 30 ft., swim 30 ft.","Stealth +8, Survival +6",700
wolf,1,beast,Medium,13,11,unaligned,,12,15,12,3,12,6,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.Monster Manual (SRD)",40 ft.,"Perception +3, Stealth +4",50
solar,21,celestial,Large,21,243,lawful good,Legendary,26,22,26,25,25,30,"Multiattack. The solar makes two greatsword attacks.Greatsword. Melee Weapon Attack: +15 to hit, reach 5 ft., one target. Hit: 22 (4d6 + 8) slashing damage plus 27 (6d8) radiant damage.Slaying Longbow. Ranged Weapon Attack: +13 to hit, range 150/600 ft., one target. Hit: 15 (2d8 + 6) piercing damage plus 27 (6d8) radiant damage. If the target is a creature that has 100 hit points or fewer, it must","50 ft., fly 150 ft.",Perception +14,33000
spectator,3,aberration,Medium,14,39,lawful neutral,,8,14,14,13,14,11,"Bite. Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 2 (1d6 - 1) piercing damage.Eye Rays. The spectator shoots up to two of the following magical eye rays at one or two creatures it can see within 90 feet of it. It can use each ray only once on a turn. 1- Confusion Ray. The target must succeed on a DC 13 Wisdom saving throw, or it can't take reactions until the end of its next turn","0 ft., fly 30 ft. (hover)",Perception +6,700
specter,1,undead,Medium,12,22,chaotic evil,,1,14,11,10,10,11,,"0 ft., fly 50 ft. (hover)",,200
spider,0,beast,Tiny,12,1,unaligned,,2,14,8,1,10,2,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 1 piercing damage, and the target must succeed on a DC 9 Constitution saving throw or take 2 (1d4) poison damage.Monster Manual (SRD)","20 ft., climb 20 ft.",Stealth +4,10
spirit-naga,8,monstrosity,Large,15,75,chaotic evil,,18,17,14,16,15,16,"Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 7 (1d6 + 4) piercing damage, and the target must make a DC 13 Constitution saving throw, taking 31 (7d8) poison damage on a failed save, or half as much damage on a successful one.Monster Manual (SRD)",40 ft.,,3900
spy,1,humanoid (any race),Medium,12,27,any alignment,,10,15,10,12,14,16,"Multiattack. The spy makes two melee attacks.Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Hand Crossbow. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Rulers, nobles, merchants, guildmasters, and other wealthy individuals use spies to gain the upper hand in a world of cutthroat politics. A sp",30 ft.,"Deception +5, Insight +4, Investigation +5, Perception +6, Persuasion +5, Sleight of Hand +4, Stealth +4",200
acolyte,1,humanoid (any race),Medium,10,9,any alignment,,10,10,10,10,14,11,"Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.Acolytes are junior members of a clergy, usually answerable to a priest. They perform a variety of functions in a temple and are granted minor spellcasting power by their deities.Monster Manual (SRD)",30 ft.,"Medicine +4, Religion +2",50
stone-giant,7,giant,Huge,17,126,neutral,,23,15,20,10,12,9,"Multiattack. The giant makes two greatclub attacks.Greatclub. Melee Weapon Attack: +9 to hit, reach 15 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.Rock. Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage. If the target is a creature, it must succeed on a DC 17 Strength saving throw or be knocked prone.ReactionsRock Catching. If a rock or ",40 ft.,"Athletics +12, Perception +4",2900
stone-giant-dreamwalker,10,giant (stone giant),Huge,18,161,chaotic neutral,,23,14,21,10,8,12,Multiattack.Greatclub.Rock.Petrifying Touch.Monsters of the Multiverse,40 ft.,"Athletics +14, Perception +3",5900
stone-golem,10,construct,Large,17,178,unaligned,,22,9,20,3,11,1,"Multiattack. The golem makes two slam attacks.Slam. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.Slow (Recharge 5-6). The golem targets one or more creatures it can see within 10 feet of it. Each target must make a DC 17 Wisdom saving throw against this magic. On a failed save, a target can't use reactions, its speed is halved, and it can't make mo",30 ft.,,5900
storm-giant,13,giant,Huge,16,230,chaotic good,,29,14,20,16,18,18,"Multiattack. The giant makes two greatsword attacks.Greatsword. Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 30 (6d6 + 9) slashing damage.Rock. Ranged Weapon Attack: +14 to hit, range 60/240 ft., one target. Hit: 35 (4d12 + 9) bludgeoning damage.Lightning Strike (Recharge 5-6). The giant hurls a magical lightning bolt at a point it can see within 500 feet of it. Each creature wi","50 ft., swim 50 ft.","Arcana +8, Athletics +14, History +8, Perception +9",10000
succubus,4,fiend (shapechanger),Medium,15,66,neutral evil,,8,17,13,15,12,20,"Claw (Fiend Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.Charm. One humanoid the fiend can see within 30 feet of it must succeed on a DC 15 Wisdom saving throw or be magically charmed for 1 day. The charmed target obeys the fiend's verbal or telepathic commands. If the target suffers any harm or receives a suicidal command, it can repeat the","30 ft., fly 60 ft.","Deception +9, Insight +5, Perception +5, Persuasion +9, Stealth +7",1100
cultist,1,humanoid (any race),Medium,12,9,any non-good alignment,,11,12,10,10,11,10,"Scimitar. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) slashing damage.Cultists swear allegiance to dark powers such as elemental princes, demon lords, or archdevils. Most conceal their loyalties to avoid being ostracized, imprisoned, or executed for their beliefs. Unlike evil acolytes, cultists often show signs of insanity in their beliefs and practices.Monster Manu",30 ft.,"Deception +2, Religion +2",25
swarm-of-poisonous-snakes,2,swarm of Tiny beasts,Medium,14,36,unaligned,,8,18,11,1,10,3,"Bites. Melee Weapon Attack: +6 to hit, reach 0 ft., one creature in the swarm's space. Hit: 7 (2d6) piercing damage, or 3 (1d6) piercing damage if the swarm has half of its hit points or fewer. The target must make a DC 10 Constitution saving throw, taking 14 (4d6) poison damage on a failed save, or half as much damage on a successful one.Monster Manual (SRD)","30 ft., swim 30 ft.",,450
swarm-of-quippers,1,swarm of Tiny beasts,Medium,13,28,unaligned,,13,16,9,1,7,2,"Bites. Melee Weapon Attack: +5 to hit, reach 0 ft., one creature in the swarm's space. Hit: 14 (4d6) piercing damage, or 7 (2d6) piercing damage if the swarm has half of its hit points or fewer.Monster Manual (SRD)","0 ft., swim 40 ft.",,200
giant-weasel,1,beast,Medium,13,9,unaligned,,11,16,10,4,12,5,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage.Monster Manual (SRD)",40 ft.,"Perception +3, Stealth +5",25
magmin,1,elemental,Small,14,9,chaotic neutral,,7,15,12,8,11,10,,30 ft.,,100
noble,1,humanoid (any race),Medium,15,9,any alignment,,11,12,11,12,14,16,"Parry. The noble adds 2 to its AC against one melee attack that would hit it. To do so, the noble must see the attacker and be wielding a melee weapon.Nobles wield great authority and influence as members of the upper class, possessing wealth and connections that can make them as powerful as monarchs and generals. A noble often travels in the company of guards, as well as servants who are commoner",30 ft.,"Deception +5, Insight +4, Persuasion +5",25
tanarukk,5,"fiend (demon, orc)",Medium,14,95,chaotic evil,,18,13,20,9,9,9,"Multiattack. The tanarukk makes one Bite attack and one Greatsword attack.Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.Greatsword. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.Bonus actionsAggressive. The tanarukk moves up to its speed toward an enemy that it can see.ReactionsUnbridled Fury. In respons",30 ft.,"Intimidation +2, Perception +2",1800
